decision_step,time_stamp_min,origin,destination,count
74,1110.0,Q2,S2,2
74,1110.0,Q2,S8,1
74,1110.0,Q2,S10,2
74,1110.0,Q2,S11,2
74,1110.0,Q3,S1,4
74,1110.0,Q3,S2,3
74,1110.0,Q3,S3,4
74,1110.0,Q3,S4,4
74,1110.0,Q3,S5,2
74,1110.0,Q3,S7,5
74,1110.0,Q3,S8,2
74,1110.0,Q3,S10,1
74,1110.0,Q3,S11,6
74,1110.0,Q4,S1,1
74,1110.0,Q4,S8,1
75,1125.0,Q2,S7,2
75,1125.0,Q2,S9,1
75,1125.0,Q2,S10,4
75,1125.0,Q2,S11,1
75,1125.0,Q3,S1,1
75,1125.0,Q3,S3,4
75,1125.0,Q3,S4,4
75,1125.0,Q3,S5,1
75,1125.0,Q3,S8,2
75,1125.0,Q3,S10,5
75,1125.0,Q3,S11,10
76,1140.0,Q2,S1,2
76,1140.0,Q2,S3,4
76,1140.0,Q2,S7,2
76,1140.0,Q2,S9,1
76,1140.0,Q2,S10,4
76,1140.0,Q3,S1,6
76,1140.0,Q3,S3,1
76,1140.0,Q3,S4,3
76,1140.0,Q3,S5,2
76,1140.0,Q3,S7,3
76,1140.0,Q3,S8,4
76,1140.0,Q3,S9,2
76,1140.0,Q3,S10,3
76,1140.0,Q3,S11,3
76,1140.0,Q3,S12,1
77,1155.0,Q3,S1,7
77,1155.0,Q3,S5,3
77,1155.0,Q3,S7,1
77,1155.0,Q3,S8,1
77,1155.0,Q3,S10,4
77,1155.0,Q3,S11,5
78,1170.0,Q2,S1,1
78,1170.0,Q2,S9,1
78,1170.0,Q2,S11,1
78,1170.0,Q2,S12,2
78,1170.0,Q3,S1,3
78,1170.0,Q3,S3,1
78,1170.0,Q3,S4,2
78,1170.0,Q3,S7,1
78,1170.0,Q3,S8,4
78,1170.0,Q3,S10,6
78,1170.0,Q3,S11,4
78,1170.0,Q3,S12,1
79,1185.0,Q2,S2,1
79,1185.0,Q2,S4,1
79,1185.0,Q2,S7,1
79,1185.0,Q2,S9,1
79,1185.0,Q2,S10,1
79,1185.0,Q3,S1,5
79,1185.0,Q3,S3,1
79,1185.0,Q3,S4,1
79,1185.0,Q3,S5,1
79,1185.0,Q3,S8,2
79,1185.0,Q3,S9,1
79,1185.0,Q3,S10,2
79,1185.0,Q3,S11,2
80,1200.0,Q2,S1,1
80,1200.0,Q2,S3,1
80,1200.0,Q2,S10,1
80,1200.0,Q2,S12,2
80,1200.0,Q3,S1,2
80,1200.0,Q3,S3,1
80,1200.0,Q3,S4,1
80,1200.0,Q3,S5,2
80,1200.0,Q3,S8,5
80,1200.0,Q3,S9,3
80,1200.0,Q3,S10,7
80,1200.0,Q3,S11,3
80,1200.0,S7,Q3,2
81,1215.0,Q2,S2,1
81,1215.0,Q2,S3,2
81,1215.0,Q2,S8,1
81,1215.0,Q2,S10,2
81,1215.0,Q3,S1,5
81,1215.0,Q3,S4,2
81,1215.0,Q3,S5,3
81,1215.0,Q3,S8,3
81,1215.0,Q3,S10,2
81,1215.0,Q3,S11,7
81,1215.0,S7,Q3,2
82,1230.0,Q2,S1,2
82,1230.0,Q2,S2,2
82,1230.0,Q2,S10,2
82,1230.0,Q3,S1,4
82,1230.0,Q3,S8,6
82,1230.0,Q3,S10,3
82,1230.0,Q3,S11,6
82,1230.0,S7,Q3,2
83,1245.0,Q2,S2,3
83,1245.0,Q3,S1,5
83,1245.0,Q3,S2,2
83,1245.0,Q3,S5,3
83,1245.0,Q3,S8,11
83,1245.0,Q3,S10,1
83,1245.0,Q3,S11,2
83,1245.0,S5,Q3,4
83,1245.0,S7,Q3,2
84,1260.0,Q2,S2,4
84,1260.0,Q2,S8,1
84,1260.0,Q2,S10,6
84,1260.0,Q3,S1,4
84,1260.0,Q3,S2,2
84,1260.0,Q3,S4,1
84,1260.0,Q3,S5,4
84,1260.0,Q3,S9,2
84,1260.0,Q3,S11,5
84,1260.0,Q3,S12,1
84,1260.0,S7,Q3,4
84,1260.0,S10,Q3,4
85,1275.0,Q2,S1,2
85,1275.0,Q2,S2,1
85,1275.0,Q2,S3,1
85,1275.0,Q2,S5,1
85,1275.0,Q2,S8,3
85,1275.0,Q2,S9,2
85,1275.0,Q3,S1,3
85,1275.0,Q3,S2,4
85,1275.0,Q3,S5,1
85,1275.0,Q3,S8,3
85,1275.0,Q3,S10,2
85,1275.0,Q3,S11,1
85,1275.0,S4,Q3,2
85,1275.0,S7,Q3,1
85,1275.0,S10,Q3,4
85,1275.0,S11,Q3,1
86,1290.0,Q2,S1,4
86,1290.0,Q2,S2,2
86,1290.0,Q2,S7,1
86,1290.0,Q2,S10,4
86,1290.0,Q2,S11,2
86,1290.0,Q3,S5,1
86,1290.0,Q3,S8,5
86,1290.0,Q3,S9,1
86,1290.0,Q3,S11,2
86,1290.0,S4,Q3,1
86,1290.0,S5,Q3,1
86,1290.0,S7,Q3,6
86,1290.0,S10,Q2,3
86,1290.0,S10,Q3,2
86,1290.0,S11,Q3,6
87,1305.0,Q2,S2,2
87,1305.0,Q2,S7,1
87,1305.0,Q2,S9,1
87,1305.0,Q2,S10,1
87,1305.0,Q3,S8,2
87,1305.0,Q3,S10,6
87,1305.0,Q3,S11,2
87,1305.0,S4,Q3,5
87,1305.0,S5,Q3,3
87,1305.0,S7,Q3,2
87,1305.0,S10,Q2,2
88,1320.0,Q2,S1,1
88,1320.0,Q2,S2,2
88,1320.0,Q2,S9,1
88,1320.0,Q2,S10,3
88,1320.0,Q3,S1,4
88,1320.0,Q3,S3,1
88,1320.0,Q3,S4,1
88,1320.0,Q3,S8,1
88,1320.0,Q3,S10,2
88,1320.0,Q3,S11,3
88,1320.0,S5,Q3,3
88,1320.0,S7,Q3,6
88,1320.0,S10,Q2,2
88,1320.0,S10,Q3,3
88,1320.0,S11,Q3,3
89,1335.0,Q2,S1,2
89,1335.0,Q2,S2,1
89,1335.0,Q2,S5,2
89,1335.0,Q2,S7,2
89,1335.0,Q2,S8,2
89,1335.0,Q2,S12,2
89,1335.0,S7,Q3,9
89,1335.0,S10,Q2,1
89,1335.0,S10,Q3,7
89,1335.0,S11,Q2,2
89,1335.0,S11,Q3,3
90,1350.0,Q2,S1,1
90,1350.0,Q2,S4,1
90,1350.0,Q2,S5,2
90,1350.0,Q2,S8,2
90,1350.0,Q2,S10,2
90,1350.0,Q2,S12,1
90,1350.0,S1,Q3,4
90,1350.0,S4,Q3,3
90,1350.0,S7,Q3,7
90,1350.0,S10,Q2,1
90,1350.0,S10,Q3,6
91,1365.0,Q2,S1,3
91,1365.0,Q2,S2,1
91,1365.0,Q2,S4,1
91,1365.0,Q2,S5,1
91,1365.0,Q2,S8,2
91,1365.0,Q2,S9,3
91,1365.0,Q2,S10,1
91,1365.0,S1,Q3,5
91,1365.0,S4,Q3,2
91,1365.0,S7,Q3,2
91,1365.0,S10,Q3,11
91,1365.0,S11,Q2,1
92,1380.0,Q2,S3,2
92,1380.0,Q2,S4,1
92,1380.0,Q2,S7,1
92,1380.0,Q2,S10,11
92,1380.0,Q2,S11,2
92,1380.0,S1,Q3,2
92,1380.0,S4,Q3,3
92,1380.0,S5,Q3,1
92,1380.0,S7,Q3,4
92,1380.0,S10,Q3,9
92,1380.0,S11,Q2,4
92,1380.0,S11,Q3,2
93,1395.0,Q2,S1,2
93,1395.0,Q2,S9,2
93,1395.0,Q2,S10,10
93,1395.0,S4,Q3,2
93,1395.0,S5,Q3,3
93,1395.0,S7,Q3,2
93,1395.0,S10,Q3,12
93,1395.0,S11,Q2,1
94,1410.0,Q2,S1,6
94,1410.0,Q2,S3,1
94,1410.0,Q2,S4,1
94,1410.0,Q2,S7,3
94,1410.0,Q2,S9,1
94,1410.0,Q2,S10,7
94,1410.0,Q2,S11,2
94,1410.0,S5,Q3,1
94,1410.0,S7,Q3,3
94,1410.0,S10,Q3,8
94,1410.0,S11,Q3,4
95,1425.0,Q2,S7,5
95,1425.0,Q2,S10,8
95,1425.0,Q2,S11,1
95,1425.0,S7,Q3,2
95,1425.0,S9,Q3,4
95,1425.0,S10,Q3,3
95,1425.0,S11,Q2,2
95,1425.0,S11,Q3,4
96,1440.0,Q2,S1,2
96,1440.0,Q2,S2,1
96,1440.0,Q2,S3,2
96,1440.0,Q2,S4,2
96,1440.0,Q2,S7,7
96,1440.0,S4,Q3,2
96,1440.0,S7,Q3,5
96,1440.0,S9,Q3,3
96,1440.0,S10,Q3,6
96,1440.0,S11,Q3,4
97,1455.0,Q2,S1,5
97,1455.0,Q2,S3,3
97,1455.0,Q2,S4,1
97,1455.0,Q2,S7,2
97,1455.0,Q2,S9,1
97,1455.0,Q2,S10,2
97,1455.0,S5,Q3,4
97,1455.0,S9,Q3,3
97,1455.0,S10,Q3,1
98,1470.0,Q2,S2,1
98,1470.0,Q2,S4,3
98,1470.0,Q2,S7,3
98,1470.0,Q2,S8,1
98,1470.0,Q2,S9,2
98,1470.0,Q2,S10,2
98,1470.0,Q2,S11,1
98,1470.0,S4,Q3,4
98,1470.0,S5,Q3,6
98,1470.0,S11,Q2,1
99,1485.0,S4,Q3,4
99,1485.0,S5,Q3,4
99,1485.0,S10,Q3,2
102,1530.0,Q2,S4,1
102,1530.0,Q2,S7,1
102,1530.0,Q3,S1,1
102,1530.0,S10,Q3,1
103,1545.0,Q3,S4,1
103,1545.0,Q3,S7,1
103,1545.0,S10,Q3,1
106,1590.0,Q3,S1,1
106,1590.0,S10,Q3,1
106,1590.0,S11,Q3,1
107,1605.0,Q2,S10,1
107,1605.0,S11,Q3,1
108,1620.0,Q2,S11,1
108,1620.0,S11,Q3,1
109,1635.0,S11,Q3,1
110,1650.0,S7,Q3,1
110,1650.0,S10,Q3,2
111,1665.0,S4,Q3,1
118,1770.0,Q2,S10,1
119,1785.0,Q2,S11,1
121,1815.0,S5,Q2,4
123,1845.0,Q3,S2,1
123,1845.0,Q3,S7,1
126,1890.0,Q3,S2,1
128,1920.0,Q3,S2,1
129,1935.0,Q3,S5,1
130,1950.0,Q3,S7,2
130,1950.0,Q3,S10,1
130,1950.0,Q3,S11,1
131,1965.0,Q3,S7,1
132,1980.0,Q3,S4,1
133,1995.0,S10,Q2,1
134,2010.0,S4,Q2,2
134,2010.0,S7,Q3,1
134,2010.0,S10,Q2,2
135,2025.0,Q2,S4,1
135,2025.0,S4,Q2,1
135,2025.0,S7,Q3,1
136,2040.0,Q2,S8,1
137,2055.0,S10,Q2,1
138,2070.0,Q4,S10,1
145,2175.0,Q4,S7,1
145,2175.0,Q4,S10,1
146,2190.0,Q4,S2,1
146,2190.0,Q4,S4,2
146,2190.0,S8,Q4,2
147,2205.0,S10,Q4,1
148,2220.0,S10,Q4,1
