task_id,release_minute,decision_step,origin,destination
786,459.71666666666664,30,Q2,S2
787,459.8333333333333,30,Q3,S1
788,460.8833333333333,30,Q4,S1
789,462.26666666666665,30,Q3,S1
790,462.6166666666667,30,Q3,S3
791,462.8333333333333,30,Q3,S4
792,462.8333333333333,30,Q3,S10
793,464.28333333333336,30,Q2,S2
794,465.0,31,Q2,S11
795,465.0,31,Q2,S10
796,465.2,31,Q3,S3
797,468.5,31,S7,Q3
798,470.31666666666666,31,Q3,S2
799,471.31666666666666,31,Q3,S12
800,472.21666666666664,31,Q3,S2
801,472.93333333333334,31,S4,Q3
802,473.81666666666666,31,Q3,S8
803,474.68333333333334,31,Q3,S8
804,476.26666666666665,31,S7,Q3
805,478.43333333333334,31,S11,Q4
806,479.8666666666667,31,S7,Q3
807,482.75,32,S11,Q4
808,484.3833333333333,32,S10,Q3
809,488.03333333333336,32,S8,Q4
810,489.43333333333334,32,S4,Q3
811,490.5,32,S11,Q4
812,490.51666666666665,32,S10,Q3
813,492.0,32,Q3,S9
814,492.3,32,Q4,S7
815,492.73333333333335,32,Q2,S11
816,492.73333333333335,32,Q2,S7
817,492.8333333333333,32,Q3,S3
818,493.1,32,Q3,S4
819,493.23333333333335,32,Q3,S7
820,493.28333333333336,32,S10,Q3
821,493.6,32,Q2,S2
822,494.2,32,Q2,S2
823,494.3,32,S7,Q3
824,496.06666666666666,33,S7,Q3
825,496.3666666666667,33,Q4,S2
826,496.48333333333335,33,Q2,S2
827,496.48333333333335,33,Q2,S4
828,496.71666666666664,33,Q2,S10
829,496.71666666666664,33,Q2,S2
830,496.9166666666667,33,S7,Q3
831,497.31666666666666,33,S10,Q3
832,497.3833333333333,33,Q3,S8
833,497.65,33,Q3,S1
834,497.7,33,Q3,S5
835,500.4,33,S7,Q3
836,501.1333333333333,33,Q3,S3
837,501.3,33,Q3,S5
838,501.3,33,Q3,S11
839,501.3833333333333,33,S8,Q4
840,502.3666666666667,33,Q3,S1
841,502.3833333333333,33,S7,Q3
842,503.4166666666667,33,Q3,S4
843,503.4166666666667,33,Q3,S11
844,504.23333333333335,33,Q3,S8
845,504.35,33,S8,Q4
846,505.01666666666665,33,Q4,S4
847,505.35,33,Q3,S2
848,505.6,33,S10,Q3
849,506.05,33,Q2,S2
850,506.18333333333334,33,Q3,S2
851,506.18333333333334,33,Q3,S10
852,506.81666666666666,33,Q2,S2
853,506.81666666666666,33,Q2,S7
854,506.81666666666666,33,Q2,S11
855,507.53333333333336,33,Q3,S4
856,507.53333333333336,33,Q3,S7
857,507.6666666666667,33,Q4,S4
858,507.8666666666667,33,Q2,S2
859,507.95,33,Q3,S2
860,508.46666666666664,33,Q3,S10
861,508.8833333333333,33,Q2,S11
862,508.8833333333333,33,Q2,S2
863,509.7,33,Q2,S2
864,509.71666666666664,33,Q3,S9
865,510.03333333333336,34,S10,Q3
866,510.3833333333333,34,Q3,S8
867,510.55,34,S8,Q4
868,510.6666666666667,34,Q2,S2
869,510.6666666666667,34,Q2,S9
870,510.75,34,Q3,S11
871,510.75,34,Q3,S9
872,511.3,34,Q3,S2
873,511.3,34,Q3,S11
874,511.3833333333333,34,Q3,S9
875,511.48333333333335,34,Q4,S1
876,512.0666666666667,34,Q3,S8
877,512.8166666666667,34,S4,Q3
878,514.2,34,Q2,S8
879,515.8333333333334,34,S10,Q3
880,516.0166666666667,34,Q4,S11
881,516.2333333333333,34,Q3,S3
882,518.75,34,Q3,S2
883,519.1166666666667,34,Q2,S3
884,519.4,34,S7,Q3
885,519.45,34,Q2,S2
886,519.7666666666667,34,Q4,S4
887,520.0333333333333,34,Q3,S7
888,520.4166666666666,34,Q3,S1
889,520.4166666666666,34,Q3,S1
890,520.8833333333333,34,Q3,S4
891,520.8833333333333,34,Q3,S11
892,520.9333333333333,34,S7,Q3
893,521.7333333333333,34,S8,Q4
894,521.9,34,Q3,S4
895,522.35,34,Q3,S2
896,522.7333333333333,34,Q4,S4
897,522.7333333333333,34,Q4,S11
898,523.8666666666667,34,Q2,S10
899,523.8666666666667,34,Q2,S2
900,524.8833333333333,34,S7,Q3
901,525.15,35,Q3,S11
902,525.15,35,Q3,S10
903,525.2166666666667,35,Q2,S2
904,525.95,35,S8,Q4
905,526.0,35,Q4,S4
906,526.0,35,Q4,S4
907,526.2,35,Q2,S11
908,526.2,35,Q2,S4
909,526.5333333333333,35,Q3,S2
910,527.1166666666667,35,Q3,S8
911,527.5666666666667,35,Q2,S8
912,527.5666666666667,35,Q2,S11
913,527.9666666666667,35,Q3,S2
914,527.9666666666667,35,Q3,S2
915,528.0333333333333,35,S7,Q4
916,528.3833333333333,35,S8,Q4
917,528.7,35,Q3,S4
918,529.1,35,S4,Q3
919,529.65,35,Q4,S7
920,529.65,35,Q4,S8
921,530.0333333333333,35,S7,Q4
922,530.8333333333334,35,S4,Q3
923,531.1666666666666,35,Q2,S2
924,531.5666666666667,35,Q3,S2
925,531.95,35,S7,Q4
926,533.2333333333333,35,Q3,S2
927,534.1833333333333,35,S7,Q3
928,534.3333333333334,35,S4,Q3
929,535.0333333333333,35,Q2,S10
930,535.6,35,Q2,S2
931,535.7833333333333,35,Q4,S11
932,535.7833333333333,35,Q4,S10
933,536.1333333333333,35,Q3,S2
934,536.15,35,Q3,S4
935,536.2166666666667,35,S7,Q3
936,536.9166666666666,35,S7,Q3
937,538.2,35,Q2,S2
938,538.5,35,Q4,S2
939,538.5,35,Q4,S12
940,538.5333333333333,35,S4,Q3
941,539.0666666666667,35,S7,Q3
942,539.8833333333333,35,Q3,S1
943,540.2166666666667,36,Q3,S10
944,541.9333333333333,36,S7,Q4
945,542.0333333333333,36,Q2,S2
946,542.1,36,Q2,S2
947,542.1,36,Q2,S2
948,542.45,36,Q3,S2
949,542.45,36,Q3,S10
950,542.8,36,Q4,S11
951,542.8,36,Q4,S11
952,543.5833333333334,36,Q3,S7
953,543.5833333333334,36,Q3,S2
954,543.8,36,S7,Q3
955,544.1833333333333,36,Q2,S2
956,544.55,36,Q3,S10
957,544.8166666666667,36,S4,Q3
958,545.2666666666667,36,Q4,S11
959,545.2666666666667,36,Q4,S11
960,545.2666666666667,36,Q2,S11
961,545.2666666666667,36,Q2,S2
962,545.5333333333333,36,S10,Q3
963,548.3333333333334,36,Q3,S2
964,548.3333333333334,36,Q3,S11
965,548.8333333333334,36,Q2,S10
966,548.8333333333334,36,Q2,S10
967,549.05,36,Q4,S11
968,549.05,36,Q4,S11
969,549.25,36,Q3,S3
970,549.3666666666667,36,Q3,S8
971,550.4333333333333,36,Q2,S2
972,550.65,36,Q3,S7
973,550.65,36,Q3,S2
974,552.8166666666667,36,S7,Q3
975,552.8333333333334,36,Q2,S11
976,552.8333333333334,36,Q2,S11
977,553.0166666666667,36,Q3,S8
978,553.2833333333333,36,Q3,S8
979,554.9333333333333,36,S4,Q4
980,554.95,36,Q3,S8
981,555.8166666666667,37,Q2,S1
982,555.9,37,Q3,S1
983,557.3,37,Q2,S10
984,557.3,37,Q2,S7
985,557.4,37,S7,Q3
986,558.0166666666667,37,Q3,S10
987,558.0166666666667,37,Q3,S2
988,558.4,37,Q2,S2
989,558.4,37,Q2,S2
990,558.5,37,Q3,S5
991,559.05,37,S7,Q3
992,559.2666666666667,37,Q3,S2
993,559.6333333333333,37,Q3,S7
994,559.6333333333333,37,Q3,S7
995,559.75,37,S10,Q3
996,559.9833333333333,37,Q2,S10
997,559.9833333333333,37,Q2,S7
998,560.1166666666667,37,Q2,S1
999,561.55,37,Q3,S8
1000,561.7,37,Q3,S4
1001,561.9833333333333,37,Q3,S10
1002,561.9833333333333,37,Q3,S4
1003,563.8166666666667,37,S7,Q4
1004,565.3,37,S10,Q3
1005,566.1666666666666,37,Q3,S3
1006,567.6333333333333,37,S10,Q3
1007,567.8833333333333,37,S7,Q4
1008,568.1166666666667,37,S4,Q3
1009,569.6,37,Q3,S7
1010,569.6,37,Q3,S4
1011,571.95,38,Q3,S4
1012,571.95,38,Q3,S7
1013,572.2,38,S4,Q3
1014,572.5,38,Q3,S10
1015,572.5,38,Q3,S10
1016,574.05,38,Q3,S7
1017,574.05,38,Q3,S8
1018,575.3166666666667,38,S7,Q3
1019,577.6666666666666,38,S7,Q3
1020,577.7333333333333,38,Q3,S7
1021,577.7333333333333,38,Q3,S2
1022,578.1,38,Q3,S4
1023,578.1,38,Q3,S4
1024,580.35,38,Q3,S11
1025,580.35,38,Q3,S1
1026,581.9666666666667,38,S4,Q3
1027,581.9833333333333,38,Q3,S9
1028,581.9833333333333,38,Q3,S4
1029,582.0833333333334,38,Q3,S8
1030,582.0833333333334,38,Q3,S8
1031,582.9166666666666,38,S7,Q3
1032,584.6333333333333,38,Q3,S10
1033,584.6333333333333,38,Q3,S10
1034,586.2166666666667,39,Q3,S7
1035,586.2166666666667,39,Q3,S2
1036,590.2166666666667,39,Q3,S11
1037,590.2166666666667,39,Q3,S11
1038,591.0666666666667,39,Q3,S8
1039,591.0666666666667,39,Q3,S11
1040,593.4166666666666,39,Q3,S7
1041,593.4166666666666,39,Q3,S8
1042,594.1833333333333,39,Q3,S10
1043,594.1833333333333,39,Q3,S11
1044,594.9166666666666,39,Q2,S1
1045,594.95,39,Q3,S1
1046,596.8833333333333,39,Q3,S5
1047,596.8833333333333,39,Q3,S8
1048,596.9166666666666,39,Q3,S11
1049,596.9166666666666,39,Q3,S10
1050,596.9333333333333,39,Q3,S8
1051,597.1,39,Q2,S11
1052,597.1,39,Q2,S10
1053,597.75,39,Q4,S8
1054,597.75,39,Q4,S2
1055,597.8333333333334,39,Q3,S1
1056,599.0666666666667,39,Q2,S1
1057,599.5833333333334,39,Q3,S11
1058,599.5833333333334,39,Q3,S7
1059,599.7333333333333,39,Q2,S10
1060,599.85,39,Q3,S2
1061,599.8833333333333,39,Q2,S7
1062,599.8833333333333,39,Q2,S2
1063,600.4166666666666,40,Q2,S8
1064,602.15,40,Q3,S7
1065,602.15,40,Q3,S7
1066,602.2166666666667,40,Q2,S1
1067,602.2666666666667,40,Q4,S4
1068,602.2666666666667,40,Q4,S4
1069,602.3166666666667,40,Q3,S4
1070,602.6833333333333,40,Q2,S1
1071,602.85,40,Q3,S2
1072,603.0166666666667,40,S10,Q3
1073,603.5166666666667,40,Q3,S2
1074,603.5166666666667,40,Q3,S10
1075,603.5333333333333,40,Q2,S11
1076,603.6333333333333,40,Q3,S11
1077,603.6333333333333,40,Q3,S11
1078,603.8833333333333,40,Q2,S2
1079,604.6333333333333,40,Q4,S10
1080,604.6333333333333,40,Q4,S11
1081,604.7,40,Q3,S8
1082,604.9166666666666,40,Q3,S4
1083,604.9166666666666,40,Q3,S1
1084,606.1166666666667,40,Q2,S1
1085,606.4333333333333,40,Q3,S2
1086,606.45,40,Q3,S7
1087,606.45,40,Q3,S4
1088,607.2,40,S10,Q3
1089,608.1333333333333,40,Q3,S12
1090,608.1333333333333,40,Q3,S10
1091,609.5666666666667,40,Q3,S8
1092,609.85,40,Q3,S1
1093,609.85,40,Q3,S10
1094,610.2333333333333,40,Q3,S1
1095,610.25,40,Q3,S3
1096,610.9166666666666,40,Q2,S10
1097,610.9166666666666,40,Q2,S2
1098,611.1666666666666,40,Q3,S5
1099,611.6666666666666,40,Q3,S11
1100,611.6666666666666,40,Q3,S11
1101,612.2833333333333,40,Q3,S10
1102,612.2833333333333,40,Q3,S12
1103,613.1166666666667,40,Q3,S4
1104,613.6166666666667,40,Q3,S12
1105,613.6166666666667,40,Q3,S12
1106,614.1333333333333,40,S7,Q3
1107,614.4,40,Q3,S2
1108,614.9,40,Q3,S8
1109,615.3333333333334,41,Q3,S8
1110,615.3333333333334,41,Q3,S1
1111,616.4333333333333,41,Q2,S12
1112,616.4333333333333,41,Q2,S4
1113,616.55,41,S7,Q3
1114,617.1666666666666,41,Q3,S2
1115,617.3333333333334,41,Q3,S10
1116,617.3333333333334,41,Q3,S1
1117,617.6166666666667,41,Q3,S2
1118,620.4333333333333,41,Q2,S2
1119,620.75,41,Q2,S1
1120,620.75,41,Q2,S7
1121,621.7,41,Q3,S4
1122,621.7,41,Q3,S4
1123,622.35,41,Q2,S2
1124,622.55,41,S4,Q3
1125,622.65,41,Q4,S4
1126,622.65,41,Q4,S8
1127,622.6833333333333,41,Q3,S8
1128,623.5666666666667,41,Q3,S5
1129,624.6,41,Q2,S1
1130,624.6,41,Q2,S1
1131,624.7,41,Q3,S4
1132,625.1,41,Q3,S2
1133,625.4333333333333,41,Q4,S10
1134,625.4333333333333,41,Q4,S10
1135,625.5166666666667,41,Q3,S8
1136,625.5166666666667,41,Q2,S11
1137,625.5166666666667,41,Q2,S11
1138,625.55,41,Q2,S2
1139,626.4166666666666,41,Q2,S2
1140,627.5833333333334,41,Q4,S7
1141,627.5833333333334,41,Q4,S7
1142,627.9166666666666,41,Q3,S1
1143,628.8666666666667,41,Q3,S11
1144,628.8666666666667,41,Q3,S10
1145,629.1833333333333,41,Q2,S8
1146,629.1833333333333,41,Q2,S1
1147,629.4666666666667,41,Q3,S2
1148,629.65,41,Q2,S2
1149,630.7166666666667,42,Q3,S12
1150,630.7166666666667,42,Q3,S7
1151,631.5166666666667,42,S7,Q3
1152,631.8333333333334,42,Q2,S11
1153,631.8333333333334,42,Q2,S11
1154,632.0333333333333,42,Q3,S2
1155,632.4166666666666,42,Q3,S1
1156,632.4166666666666,42,Q3,S1
1157,632.5666666666667,42,Q2,S1
1158,632.9833333333333,42,Q3,S1
1159,633.35,42,Q3,S1
1160,633.35,42,Q3,S11
1161,634.05,42,Q4,S4
1162,634.05,42,Q4,S1
1163,635.1166666666667,42,Q2,S2
1164,635.1166666666667,42,Q2,S10
1165,636.0,42,S4,Q3
1166,636.1666666666666,42,Q3,S11
1167,636.1666666666666,42,Q3,S11
1168,637.0,42,S4,Q3
1169,637.65,42,Q3,S1
1170,637.65,42,Q3,S1
1171,639.0166666666667,42,Q3,S1
1172,639.4,42,Q2,S10
1173,639.4,42,Q2,S11
1174,639.8333333333334,42,Q3,S9
1175,639.8333333333334,42,Q3,S10
1176,640.6166666666667,42,S4,Q3
1177,641.7333333333333,42,Q3,S10
1178,641.7333333333333,42,Q3,S8
1179,641.9833333333333,42,Q2,S1
1180,641.9833333333333,42,Q2,S1
1181,643.5166666666667,42,Q2,S1
1182,643.5166666666667,42,Q4,S8
1183,643.5166666666667,42,Q4,S1
1184,644.3833333333333,42,S4,Q3
1185,644.4,42,Q3,S7
1186,644.6833333333333,42,S11,Q2
1187,645.1333333333333,43,Q3,S10
1188,645.6833333333333,43,Q3,S7
1189,645.6833333333333,43,Q3,S7
1190,645.8833333333333,43,Q2,S7
1191,645.8833333333333,43,Q2,S8
1192,646.3333333333334,43,S11,Q2
1193,647.3,43,S4,Q3
1194,647.7166666666667,43,Q3,S8
1195,647.7166666666667,43,Q3,S8
1196,649.2166666666667,43,S4,Q3
1197,649.4833333333333,43,S11,Q2
1198,649.5,43,Q3,S8
1199,650.3333333333334,43,S4,Q3
1200,651.2,43,Q3,S11
1201,651.2,43,Q3,S11
1202,651.4666666666667,43,Q4,S1
1203,651.4666666666667,43,Q4,S1
1204,651.5333333333333,43,S11,Q2
1205,652.1333333333333,43,Q3,S8
1206,652.3666666666667,43,S10,Q3
1207,653.2333333333333,43,Q2,S1
1208,653.2333333333333,43,Q2,S10
1209,654.95,43,Q3,S7
1210,654.95,43,Q3,S7
1211,655.85,43,Q3,S2
1212,655.85,43,Q3,S11
1213,656.2666666666667,43,Q3,S12
1214,656.2666666666667,43,Q3,S7
1215,656.8833333333333,43,S4,Q4
1216,657.8,43,Q2,S1
1217,657.8166666666667,43,S7,Q3
1218,659.3833333333333,43,Q3,S4
1219,659.3833333333333,43,Q3,S4
1220,660.0666666666667,44,Q3,S7
1221,660.0666666666667,44,Q3,S7
1222,660.15,44,S4,Q4
1223,660.4333333333333,44,Q3,S10
1224,660.4333333333333,44,Q3,S1
1225,661.2333333333333,44,S10,Q3
1226,661.4,44,S4,Q4
1227,662.0833333333334,44,S11,Q2
1228,662.9666666666667,44,Q3,S10
1229,662.9666666666667,44,Q3,S10
1230,664.0833333333334,44,Q2,S9
1231,664.0833333333334,44,Q2,S11
1232,664.1333333333333,44,S10,Q3
1233,665.7,44,S7,Q3
1234,666.6833333333333,44,Q2,S1
1235,667.65,44,S7,Q3
1236,668.2,44,S7,Q2
1237,669.5333333333333,44,Q2,S7
1238,669.5333333333333,44,Q2,S2
1239,670.1,44,Q4,S8
1240,670.1,44,Q4,S11
1241,670.3833333333333,44,Q3,S2
1242,670.3833333333333,44,Q3,S12
1243,671.8,44,Q3,S7
1244,671.8,44,Q3,S7
1245,672.2166666666667,44,S7,Q3
1246,674.1333333333333,44,Q4,S11
1247,674.1333333333333,44,Q4,S11
1248,674.3333333333334,44,S11,Q3
1249,674.7166666666667,44,Q2,S1
1250,675.0166666666667,45,S11,Q2
1251,675.4666666666667,45,Q3,S3
1252,675.4666666666667,45,Q3,S7
1253,675.4833333333333,45,S7,Q2
1254,675.7666666666667,45,S10,Q3
1255,677.5166666666667,45,S7,Q3
1256,677.6333333333333,45,S11,Q2
1257,677.8166666666667,45,Q4,S4
1258,677.8166666666667,45,Q4,S4
1259,677.9333333333333,45,Q3,S11
1260,677.9333333333333,45,Q3,S11
1261,678.5166666666667,45,S10,Q3
1262,679.6,45,Q3,S10
1263,679.6,45,Q3,S10
1264,679.6333333333333,45,Q3,S2
1265,679.6333333333333,45,Q3,S7
1266,679.9833333333333,45,S7,Q2
1267,680.4833333333333,45,S7,Q3
1268,680.9,45,Q3,S10
1269,680.9,45,Q3,S3
1270,681.2333333333333,45,S4,Q4
1271,682.2,45,Q3,S4
1272,682.2,45,Q3,S4
1273,683.1166666666667,45,S5,Q2
1274,683.3166666666667,45,S7,Q3
1275,683.6833333333333,45,S11,Q3
1276,683.8,45,S11,Q3
1277,683.8,45,Q3,S10
1278,683.8,45,Q3,S10
1279,685.3666666666667,45,S7,Q2
1280,685.7,45,Q2,S5
1281,685.8166666666667,45,S11,Q3
1282,685.8666666666667,45,Q4,S12
1283,685.8666666666667,45,Q4,S10
1284,686.0666666666667,45,Q3,S7
1285,686.0666666666667,45,Q3,S7
1286,687.05,45,S11,Q3
1287,687.6,45,S11,Q3
1288,687.85,45,S7,Q2
1289,688.1833333333333,45,S8,Q3
1290,688.4833333333333,45,Q3,S1
1291,688.4833333333333,45,Q3,S10
1292,688.6,45,S5,Q2
1293,688.7333333333333,45,Q4,S8
1294,688.7333333333333,45,Q4,S10
1295,689.45,45,Q3,S11
1296,691.0166666666667,46,S8,Q3
1297,691.65,46,Q3,S8
1298,691.65,46,Q3,S8
1299,691.8333333333334,46,S5,Q2
1300,692.0333333333333,46,Q2,S1
1301,693.15,46,Q3,S8
1302,693.15,46,Q3,S8
1303,693.4,46,Q4,S10
1304,693.4,46,Q4,S10
1305,693.9833333333333,46,Q2,S5
1306,694.0,46,S11,Q3
1307,694.1666666666666,46,S11,Q2
1308,694.4833333333333,46,Q3,S12
1309,694.4833333333333,46,Q3,S10
1310,695.0,46,S10,Q3
1311,696.05,46,S11,Q2
1312,696.0666666666667,46,S10,Q2
1313,696.8333333333334,46,Q2,S5
1314,697.2833333333333,46,S4,Q3
1315,697.3666666666667,46,S4,Q3
1316,697.55,46,Q3,S7
1317,697.55,46,Q3,S7
1318,697.8333333333334,46,S10,Q3
1319,697.9666666666667,46,Q3,S3
1320,697.9666666666667,46,Q3,S3
1321,698.85,46,Q2,S1
1322,698.9,46,S11,Q3
1323,699.2,46,S10,Q2
1324,699.2833333333333,46,S4,Q3
1325,699.7666666666667,46,S11,Q3
1326,700.0,46,Q3,S10
1327,700.0,46,Q3,S3
1328,701.1,46,Q4,S10
1329,701.1,46,Q4,S1
1330,701.3,46,Q3,S7
1331,701.3,46,Q3,S7
1332,702.5833333333334,46,Q4,S1
1333,702.5833333333334,46,Q4,S1
1334,702.6666666666666,46,S1,Q3
1335,704.2666666666667,46,Q3,S10
1336,704.2666666666667,46,Q3,S10
1337,705.0166666666667,47,S4,Q3
1338,705.5,47,S11,Q3
1339,705.5666666666667,47,S4,Q3
1340,706.2333333333333,47,Q4,S11
1341,706.2333333333333,47,Q4,S4
1342,706.45,47,Q3,S7
1343,706.45,47,Q3,S7
1344,707.2666666666667,47,S7,Q3
1345,708.1833333333333,47,Q2,S8
1346,708.2,47,S4,Q3
1347,708.6,47,S8,Q2
1348,708.7166666666667,47,S7,Q3
1349,711.1833333333333,47,S10,Q3
1350,711.1833333333333,47,Q4,S10
1351,711.1833333333333,47,Q4,S10
1352,711.4333333333333,47,S7,Q2
1353,711.6666666666666,47,S7,Q3
1354,712.25,47,S11,Q3
1355,712.7166666666667,47,Q2,S11
1356,712.7833333333333,47,S4,Q3
1357,713.05,47,S7,Q3
1358,713.45,47,Q4,S10
1359,713.45,47,Q4,S10
1360,713.9833333333333,47,S11,Q2
1361,714.7,47,S4,Q3
1362,714.8166666666667,47,S7,Q2
1363,715.2333333333333,47,Q4,S10
1364,715.2333333333333,47,Q4,S10
1365,715.8166666666667,47,Q2,S2
1366,716.0833333333334,47,S4,Q3
1367,716.1666666666666,47,S11,Q2
1368,717.0166666666667,47,S7,Q2
1369,718.05,47,S11,Q2
1370,719.4833333333333,47,S11,Q2
1371,719.5833333333334,47,Q2,S4
1372,719.7,47,Q4,S10
1373,719.7,47,Q4,S8
1374,720.0833333333334,48,S11,Q2
1375,720.9,48,S8,Q2
1376,720.9333333333333,48,S4,Q3
1377,721.4333333333333,48,S10,Q2
1378,721.6666666666666,48,S7,Q3
1379,722.2166666666667,48,S11,Q3
1380,722.3166666666667,48,S11,Q3
1381,722.3333333333334,48,Q4,S4
1382,722.3333333333334,48,Q4,S11
1383,722.9333333333333,48,S7,Q2
1384,723.15,48,S11,Q3
1385,723.1666666666666,48,S4,Q3
1386,723.3833333333333,48,S11,Q2
1387,723.8833333333333,48,S7,Q3
1388,724.15,48,S4,Q3
1389,724.3833333333333,48,S11,Q3
1390,724.5666666666667,48,S10,Q2
1391,724.9833333333333,48,S10,Q3
1392,725.1833333333333,48,S11,Q3
1393,725.2166666666667,48,Q2,S4
1394,725.6,48,Q4,S8
1395,725.6,48,Q4,S8
1396,726.0,48,S7,Q3
1397,726.0333333333333,48,S11,Q3
1398,726.45,48,S11,Q2
1399,728.1833333333333,48,S11,Q3
1400,728.1833333333333,48,Q4,S10
1401,728.1833333333333,48,Q4,S10
1402,728.3833333333333,48,S4,Q3
1403,729.4166666666666,48,S11,Q3
1404,729.4333333333333,48,S11,Q2
1405,729.45,48,Q2,S11
1406,729.45,48,Q2,S11
1407,729.6166666666667,48,S11,Q3
1408,729.9833333333333,48,S10,Q3
1409,730.6,48,Q4,S8
1410,730.6,48,Q4,S8
1411,731.1333333333333,48,S4,Q3
1412,731.4833333333333,48,S11,Q3
1413,731.8333333333334,48,S10,Q3
1414,732.0166666666667,48,S10,Q3
1415,732.4,48,Q4,S4
1416,732.4,48,Q4,S1
1417,732.7666666666667,48,S11,Q2
1418,732.9166666666666,48,S4,Q3
1419,734.2666666666667,48,S11,Q2
1420,734.3,48,Q2,S11
1421,734.3,48,Q2,S11
1422,734.3166666666667,48,S7,Q3
1423,734.3833333333333,48,S11,Q3
1424,734.4,48,S8,Q2
1425,734.95,48,S8,Q2
1426,735.0,49,S4,Q3
1427,735.6166666666667,49,S11,Q2
1428,735.9,49,Q4,S8
1429,735.9,49,Q4,S8
1430,736.7,49,S10,Q3
1431,736.7666666666667,49,S7,Q3
1432,736.9833333333333,49,Q4,S7
1433,736.9833333333333,49,Q4,S11
1434,737.3166666666667,49,S11,Q3
1435,737.4833333333333,49,Q2,S10
1436,737.4833333333333,49,Q2,S10
1437,737.7666666666667,49,S11,Q3
1438,737.8,49,S8,Q2
1439,739.0333333333333,49,S4,Q3
1440,739.15,49,S10,Q3
1441,739.6333333333333,49,S7,Q3
1442,739.9333333333333,49,S10,Q2
1443,740.0166666666667,49,S8,Q2
1444,741.35,49,Q4,S4
1445,741.35,49,Q4,S10
1446,741.5166666666667,49,S11,Q3
1447,741.6833333333333,49,Q2,S8
1448,741.85,49,S4,Q3
1449,742.7333333333333,49,S12,Q3
1450,742.85,49,S7,Q3
1451,742.95,49,S10,Q2
1452,743.5833333333334,49,S8,Q2
1453,743.85,49,Q4,S4
1454,743.85,49,Q4,S10
1455,745.0833333333334,49,S11,Q2
1456,745.1166666666667,49,Q2,S11
1457,745.3166666666667,49,S8,Q2
1458,745.5666666666667,49,S11,Q2
1459,745.8333333333334,49,S11,Q3
1460,746.55,49,S10,Q2
1461,746.5666666666667,49,Q4,S10
1462,746.5666666666667,49,Q4,S10
1463,746.6833333333333,49,S11,Q3
1464,746.8333333333334,49,Q2,S2
1465,747.1333333333333,49,S12,Q3
1466,747.3333333333334,49,S11,Q2
1467,747.5333333333333,49,S7,Q2
1468,748.5166666666667,49,Q2,S8
1469,748.5833333333334,49,S11,Q3
1470,748.5833333333334,49,S11,Q3
1471,748.8166666666667,49,Q4,S4
1472,748.8166666666667,49,Q4,S4
1473,748.85,49,Q2,S4
1474,749.5166666666667,49,S7,Q2
1475,750.0833333333334,50,S8,Q2
1476,750.4333333333333,50,Q4,S2
1477,750.4333333333333,50,Q4,S7
1478,750.5333333333333,50,S11,Q3
1479,751.25,50,S10,Q2
1480,751.7,50,S7,Q3
1481,751.9666666666667,50,S11,Q3
1482,752.1,50,S10,Q2
1483,753.4833333333333,50,S11,Q3
1484,753.8833333333333,50,Q2,S10
1485,753.8833333333333,50,Q2,S1
1486,754.1333333333333,50,Q4,S11
1487,754.1333333333333,50,Q4,S4
1488,754.3333333333334,50,S11,Q3
1489,755.4,50,Q4,S1
1490,755.4,50,Q4,S7
1491,755.7,50,S11,Q3
1492,756.6666666666666,50,S10,Q3
1493,756.7666666666667,50,Q4,S11
1494,756.7666666666667,50,Q4,S11
1495,757.1666666666666,50,S7,Q3
1496,757.55,50,S8,Q2
1497,759.0166666666667,50,S8,Q3
1498,759.0833333333334,50,Q2,S1
1499,759.0833333333334,50,Q2,S1
1500,759.5166666666667,50,S11,Q3
1501,760.0833333333334,50,S4,Q3
1502,760.2166666666667,50,S11,Q3
1503,760.3,50,S7,Q3
1504,760.4666666666667,50,S7,Q2
1505,760.7,50,S8,Q3
1506,761.9833333333333,50,Q2,S1
1507,761.9833333333333,50,Q2,S1
1508,762.0333333333333,50,S11,Q3
1509,762.6,50,S11,Q3
1510,762.8166666666667,50,S7,Q2
1511,763.55,50,S11,Q3
1512,763.65,50,S7,Q3
1513,764.3166666666667,50,S11,Q2
1514,764.8666666666667,50,S4,Q3
1515,766.0166666666667,51,S11,Q2
1516,766.1333333333333,51,S10,Q3
1517,767.7166666666667,51,S10,Q3
1518,767.8,51,S7,Q2
1519,768.4166666666666,51,S10,Q2
1520,768.5166666666667,51,Q2,S8
1521,769.0666666666667,51,S11,Q3
1522,769.4166666666666,51,S11,Q3
1523,769.4833333333333,51,S10,Q2
1524,770.1166666666667,51,S11,Q2
1525,770.4333333333333,51,S7,Q3
1526,770.4833333333333,51,S4,Q3
1527,770.8166666666667,51,Q4,S5
1528,771.25,51,S7,Q2
1529,771.8166666666667,51,S11,Q2
1530,772.05,51,Q2,S8
1531,773.0833333333334,51,Q4,S2
1532,774.0166666666667,51,S4,Q3
1533,774.2333333333333,51,S7,Q3
1534,775.5,51,S10,Q2
1535,775.9833333333333,51,Q2,S11
1536,776.6,51,S11,Q2
1537,778.4166666666666,51,S7,Q2
1538,778.6833333333333,51,S10,Q2
1539,778.7666666666667,51,Q4,S11
1540,778.7666666666667,51,Q4,S2
1541,779.1166666666667,51,S11,Q2
1542,780.2333333333333,52,S7,Q2
1543,780.7666666666667,52,Q4,S11
1544,780.7666666666667,52,Q4,S1
